run,run_id,last_epoch,last_wl1,last_psnr,last_ssim,last_psnr_fg,last_psnr_bg,best_epoch,best_wl1,best_psnr,best_ssim,source_fg_key,source_valid_key,cover_fg,cover_valid,cover_train,bg_weight,use_conf_gate,use_conf_loss_gate,conf_thr,conf_temp,conf_use_quantile,overlay_cover,tgt_img_path,tgt_mask_path
A,CoreView_390_20260207_173011,11,0.09335773090942431,18.448026479300808,0.6783872514458026,17.508577382566045,18.507096905805444,10,0.09335245905538737,18.136312274609583,0.6756035453182155,tgt_fg,__from_tgt_depth>0__,0.06394767761230469,1.0,1.0,0.0,False,False,0.2,0.06,True,0.061303138732910156,/mnt/data/zju_mocap/CoreView_390/Camera_B5/000637.jpg,/mnt/data/zju_mocap/CoreView_390/mask/Camera_B5/000637.png
B,CoreView_390_20260207_180500,11,0.08026994745862687,21.096961716474112,0.7911124209226188,17.5206368402119,21.419444958251148,8,0.07994154802823471,21.3055286245831,0.778713046999301,tgt_fg,__from_tgt_depth>0__,0.06394767761230469,1.0,1.0,0.02,False,True,0.25,0.08,False,0.061303138732910156,/mnt/data/zju_mocap/CoreView_390/Camera_B5/000637.jpg,/mnt/data/zju_mocap/CoreView_390/mask/Camera_B5/000637.png
C,CoreView_390_20260207_185302,11,0.060662899639899445,21.42670867402675,0.8537357990014351,17.45589218362227,21.80815589776765,7,0.059883759278109516,21.64151557017181,0.8554769203824512,tgt_fg,__from_tgt_depth>0__,0.06394767761230469,1.0,1.0,0.04,True,True,0.25,0.08,False,0.061303138732910156,/mnt/data/zju_mocap/CoreView_390/Camera_B5/000637.jpg,/mnt/data/zju_mocap/CoreView_390/mask/Camera_B5/000637.png
