"seq","status","pass","N","mean_PSNR","mean_SSIM","mean_weighted_L1","run_url","infer_out_dir","infer_out_volume_path","reason"
"CoreView_390","error","False","","","","","https://modal.com/apps/shimakaze22333/main/ap-En7FObCnom1lKKACd3Ezu0","/mnt/out/infer_viewdec/CoreView_390_phase5_cross_smoke_20260208_213128","/infer_viewdec/CoreView_390_phase5_cross_smoke_20260208_213128","failed to fetch/parse metrics"
