run,wl1_raw,psnr_raw,ssim_raw,wl1_ema,psnr_ema,ssim_ema,source_fg_key,source_valid_key,conf_mode_mask,conf_mode_sup,overlay_cover,tgt_img_path,tgt_mask_path
phase4_runC,0.060662899639899445,21.42670867402675,0.8537357990014351,0.06308375652563775,20.977064860069145,0.8471743646314589,tgt_fg,__from_tgt_depth>0__,already01,already01,0.061303138732910156,/mnt/data/zju_mocap/CoreView_390/Camera_B5/000637.jpg,/mnt/data/zju_mocap/CoreView_390/mask/Camera_B5/000637.png
phase5_ft,0.05723965347949731,21.120929491721977,0.8637243145603245,0.06306445702784143,20.540845919463592,0.8414242641400482,tgt_fg,__from_tgt_depth>0__,already01,already01,0.0417633056640625,/mnt/data/zju_mocap/CoreView_390/Camera_B14/000637.jpg,/mnt/data/zju_mocap/CoreView_390/mask/Camera_B14/000637.png
phase5_ft_rescale_try,0.059023334376387675,21.050723172850528,0.8595489192817171,0.06527875155463057,20.37562294329627,0.8364128738136615,tgt_fg,__from_tgt_depth>0__,already01_rescale_q99,already01_rescale_q99,,,
